,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location
17,なんでこんなに上手くいってないのにトレンドを中に置くのか答えろよクロップ,2022-10-02_00:59:47,0,0,0,0,,1273881425960251396,Liverpool_suko,311,2366,17/18〜 @LFC 03',
18,@takuan1902 @ponkichi_s15 夜はこれからなのに😆(俺も帰るwww),2022-10-02_00:59:47,0,1,0,0,,708326864423505921,slip_j_s15,954,23748,まぁ、車バカな変態オヤジです 。S15Autechversionに乗ってます。 車歴：PS13Q's→Ｓ14Ｋ’s →S15Autech フォローありがとうございます。 フォロバは認知出来た方から順次させていただきますので、沢山絡んで下さいm(_ _)m (覚えが悪いのでw),フリーダイヤルの中w
19,この頃って今と違ってのんびりとした時間やったなー🥺オープニングもエンディング曲ももちろん覚えてる🥺サザエさん（火曜日版） https://t.co/PNZNydO9By @YouTubeより,2022-10-02_00:59:46,0,0,0,0,,168172816,sparky22796,491,23708,阪神ファンの方ぜひ仲良くしてください。倉木麻衣ファン歴23年。平原綾香ファン歴19年。 ポケモンGO毎日歩いてます。位置偽装複垢蹴り出し絶対に許しません＼＼\٩(๑`^´๑)۶//／／ 悪質は場合はIDを公開いたします。えっち垢、裏垢、マルチ垢、副業垢、お金稼ぎ垢等フォローされても一切反応いたしません。,にっぽんぜんこくポンキッキ
20,@sjnkr0709 福岡県は大丈夫ですよー✋ありがとうございます😊,2022-10-02_00:59:46,0,0,1,0,,1182138291933462528,sfnc42,2010,10237,オィたんライダーのdaiです👍バイクはCB400sfとCBR250nc22 修理中✨よく出没するスポットは二見、志賀島に居ます。居たら声掛けて下さい。今は小石原交通公園に毎週居ます😜普通に声かけてくれたら超喜びま〜す🖐️＃バイク乗りと繋がりたい#しらんけど,福岡 太宰府市
21,@toyama_sauna @guesthouse_lamp いくつになっても青春できるの分かる。いつまでも青い気持ちを持とう,2022-10-02_00:59:46,0,1,2,0,,265567884,kenken_28,1116,8988,一年半のガチニート期間を経て温浴施設を１から作るマンになる/京丹後にサウナを作るため準備中/施設名決まりました  ぬかとゆげ @nuka_yuge　⬅建設過程を発信中,茨城⇒東京⇒京丹後
22,@hanme_1212 10/3★リクエスト★①Avicii - Wake Me Uphttps://t.co/03FIVXIm4Bなぜか登山にはフォークが似合う！という事で、ちょい現代風フォークテイストな曲,2022-10-02_00:59:46,0,0,3,0,,99861230,daikei_k,60,2195,今はなきF1チーム、Jordan Grand Prixのチーム誌で世界に紹介された公認？のカート乗り。海と料理と80's洋楽と犬とレースとメカとラジオと芝居が好き。 『SATURDAY NIGHT VIBES』リスナー,江戸
23,@tanoshimu_time 投げ銭で3桁位難なく出来る方なら楽しめると思います。2桁限界で本気になっても上がりが僅かで時間と手間とのバランスが取れないと思います。,2022-10-02_00:59:45,0,1,1,0,,1319692835751301120,Nekoyongoh,79,3065,トヨタ　グランビア　特装ロング　キャンピングカー仕様で車中泊を楽しんでいます。,東京 町田市
24,@NRIYOU9144 これはもこまんさんの運を吸収してる🤔,2022-10-02_00:59:45,0,1,1,0,,1168182389090111488,rath_illuther,170,23236,旅や趣味、日常生活やどうでもいい事まで。駅メモ垢用でコメントだけでは伝わりにくいのもあるので写真をなるべくのっけます。,
25,この鏡、貞子のビデオに出てくるのに似てる～#サナキン23,2022-10-02_00:59:45,0,0,5,0,,869937705777455104,tle_kimber,109,6101,,
26,@muraya23 次回はちゃんとwww,2022-10-02_00:59:43,0,1,0,0,,839202498,delta_jcis,853,6815,長崎の離島出身、大阪在住。普段は会社員、週末には、カメラ片手に日本全国を愛車アクア(2022.6購入。大阪にいるのにEfourの寒冷地仕様。メーカーオプションフル装備www)で日帰り（最長は鹿児島往復運転2000キロ）で旅する弾丸トラベラー。主に寺社・城・風景・猫を撮ります。人物撮影はちょっと苦手(^◇^;),大阪市
27,各チームでもっと酷い試合あったら教えてね笑パッと思いつくのがこれ！,2022-10-02_00:59:42,0,0,2,0,,943072968,sssheyheyhey,2064,14237,こんなにドヤ顔してるけどオリックスファンは2013年からです。【京都人どすぇ】京都23年仙台5年青森1年,宮城 仙台市
28,単発ありがたや https://t.co/pOmQeLUBOZ,2022-10-02_00:59:40,0,0,2,0,,3514357034,gane_yan,395,14160,スクスト依咲里推し！ゾイドFORではブレードライガーを愛機にしてました。HMMゾイドがメイン。最近フレームアームズガールに手を出し始めた。 忍野忍かわいい(*´∇｀*) ヘッダーは蓮応房日諦さん(@Renwoubow)からいただきました(//∇//),エテルノに住みたい
29,@NBAWNB30 新橋です,2022-10-02_00:59:40,0,0,2,0,,251621428,njn005,744,4482,NJN、BKN応援とトレカ収集、スニーカーに関して呟くかもしれません。 トレカデトックス 。選手個人応援はLeBron James とKarl Anthony Towns、Ben Simmons、インスタ→ https://t.co/mEFXjb5zjb,
30,クリスマス映画って言ったらニューヨーク東 8番街の奇跡かな〜どっかで配信してるかな〜 #SixTONESANN,2022-10-02_00:59:39,0,0,0,0,,164736706,HokyunTones,96,20961,新海誠監督🎦すずめの戸締まり（2022年11月11日公開）出演🎊 松村北斗🖤&ほくじぇ🦅🦓推しのteam SixTONES💎でリトルストーン,茨城県
31,ノーパン　＆　徒歩♪ https://t.co/mGtxvbMqNa,2022-10-02_00:59:38,0,0,1,0,,158696217,marufu777,3869,266293,小さなSNS「SNSぽっちゃり女性愛好会」を設置してます。ご興味がある方　お気軽に参加下さい。　http://t.co/FKxqfrmKCQsorry Japanese only,福岡県北九州市
32,マイレージでカットイン❗？？？そこは、武器と防具が逆でしょ🤣#DQウォーク #ドラクエウォーク https://t.co/OEKCoUFEao,2022-10-02_00:59:38,0,0,5,0,,505605150,Low_IQ_1,38,2526,関西出身、東京在中の中年老いに抗ってアンチエイジング実施中💪色んな人との繋がりを楽しんでます🫡気軽にフォロー、DMして下さい✨モンスト歴7年ドラクエウォーク歴3年,
33,@ashitahejump123 @yui_camp95 飛島村!?  一番なさそう,2022-10-02_00:59:37,0,0,0,0,,105423949,TukijiM,188,12712,若い頃はJAZZをいじくり倒し　トライクにして軽二輪ナンバー取得　最近人免許取得によりCBR400Rに乗ることにした,名古屋
34,I'm at 新座貨物ターミナル駅 in 新座市 埼玉県 https://t.co/OPctgdrnWe,2022-10-02_00:59:36,0,0,0,0,,70329172,HrSk115,2552,804826,ｲﾓｲﾓ♡PRINCEです👑☆（ゝω・）v/職業、奴隷。/嬢の玩具/日記帳れす(^q^)ｼﾞｭﾙﾘ🍜/角ﾊｲ濃いめ9%/じゃがいも/P.T.A./Only Japanese/気にしないﾌﾘ♪ｵﾄｺﾉｺ ( ω ) 【Hotspots】蒲田/川崎/鶴見/錦糸町/新小岩/北千住/竹ノ塚/池袋西口/西川口/日暮里/鶯谷,ﾁﾝﾁﾝ電車|дﾟ)
35,帰りたいのに帰れない💦,2022-10-02_00:59:36,0,0,0,0,,989369684880379904,YujiMarutani,1306,219461,I am Yuji MARUTANI a Native Japanese and Mentor group leader Sounds Therapist I am 55 years old. Can you share your experiences! @OvalleyCorp #OSM 1st-gen,神奈 横浜市 鶴見区
36,SWのスピンオフ映画『ローグワン』のこれまたスピンオフドラマ『 ＃キャシアンアンドー』、ここまで来ると根気よく付いて行くしかない😓…日本人なら誰がみても“盆栽”なこのシーン、こんなん見せられたら尚更やね笑 https://t.co/fgjVn2fZJo,2022-10-02_00:59:36,0,0,0,0,,2188386792,watarishirato,77,1710,兵庫出身大阪在住ほぼ無職、旅と酒、阪神と酒、映画と酒、音楽と酒、陸上と酒、ほぼ酒…だいたい翌日つぶやきます😓,
37,#命の洗濯が未来を紡ぐRPG #お風呂けーしょん #五色SNS (@ 夢の公衆浴場 五色 in 豊中市 大阪府) https://t.co/NDobSRGSTu,2022-10-02_00:59:34,0,0,0,0,,20966839,chankame,373,96751,人生コンピューター。ここは僕の標準出力です。デリカシーがないとよく言われます。ゲームプログラマー。Linux原理主義者。Arch教。リアル電工部爆誕。,亜空間
38,本日の一次会() https://t.co/Rhwv7Tskk3,2022-10-02_00:59:33,0,0,1,0,,1214918908508958720,M_eupho,94,6660,♂ 京アニ(響け！・氷菓)/型月久石奏はいいぞウイスキー初心者長濱・Arran推しです,千葉
39,@one_2_man ブラの話をしない,2022-10-02_00:59:33,0,0,0,0,,1388119663121375244,1C55XfzYSNkTiX4,78,472,,
40,@kenken261 ただ、幹事さん以外は全くわかっていませんでしたよ。でも、皆さん喜んで頂けました。,2022-10-02_00:59:33,0,1,1,0,,1463857855170158597,Tokusan_driver,633,811,貸切バス会社ジェイネットエクスプレス/ゴリパラ見聞録始まった時から見てます/福岡アンバサダードライバー/移住院住香の定住日記ドライバー/ロケバスドライバー/釣り全般釣りバカ親父,福岡福津市
41,全てアーカイブしたおれのインスタ不健康アカウント。外呑み記録アカウントにしよかな。,2022-10-02_00:59:33,0,0,1,0,,260908326,fukenkou_life,238,5505,yuta kawashima 六本木歴4年。僕を六本木から解放してください。アブローラー100日チャレンジします,東京 目黒区
42,"@xysta らじゃ！(""｀д´)ゞ",2022-10-02_00:59:32,0,0,1,0,,899505493978173440,usagi_ringo_pk,1505,15640,鉄道の旅を始めました(*^-^*)専ら女子一人旅ですw１番興味があるのは北海道写真を撮ったり車窓を眺めたりグルメお酒＆温泉山登り大好き🗻目指せ百名山制覇‼️(27/100制覇中)水族館🐬御朱印集め⛩️城巡り🏯サイクリング　岬巡りキティちゃん好き似た趣味の方と交流できたら嬉しいです(*´-`),日本 東京
43,@henachoco_mote お疲れ様です。例のトレスから第一弾ﾄﾞｿﾞｰ https://t.co/b7pTYbeVfS,2022-10-02_00:59:31,1,3,30,0,,297744812,B_boy_sakuraxi,210,5491,,
44,@FM462223 さすがに、この人に、イタズラしようという気は起きない💦💦消されそうだ😭,2022-10-02_00:59:31,0,1,2,0,,1480379135503773702,lm_ni63,148,1566,ビックリマンから始まり、今では、自作シールの虜になっております！そのほか、ドラゴンボールグッズも細々と集めております！よろしくお願い致します♪無言フォロー失礼致しますm(_ _)m,日本 福井
45,@clovertaka 今日はありがとうございました😊烏龍茶はやめに作らねば笑,2022-10-02_00:59:30,0,1,2,0,,2906868684,jaiantakeda0428,2146,39221,福島産のシンガーソングライター兼レッスン講師です。#ワンピース #ハイキュー #ゆず 好きです！レッスンやライブのご依頼はDMかLINEかこちらのメールまで！https://t.co/SC2XqW5VM6.smile@gmail.com気軽にフォローしてくんつぇ！🎋🎸←推しマーク,音の中で楽しむ場所
46,@su_lanihoku 九州地震大丈夫❓(=^_^=)余震に気を付けて下さいね。🙏👼🌈💐 https://t.co/DHbukOXIZ8,2022-10-02_00:59:30,0,0,4,0,,1411916995369463812,PUcX9B4rHKyU03J,719,13569,子供と動物をこよなく愛するおじさんです(￣。￣;),
47,@tv_asahi_PR ニュースに対して視聴者が求めるのは第一に誰が伝えるではなく真実を伝えるが一番。まずは基本中の基本です。間違い無いを電波に乗せるって何事？しかも翌日には訂正するって発言時に確認しなかったのかと問いたい。舐めてるんだね。,2022-10-02_00:59:29,0,0,0,0,,1235928064141344768,yCH8jYx9PZ4v1ae,154,7055,愛国者とは言えないけれどせめてこのままの日本であって欲しい。戦争とか嫌だが攻めてきたら抵抗、反撃するのが当たり前。フォローしません、ごめんなさい。,
48,ロードオブザリングを初めて観た（笑）　流石20年前の作品だけあって現代のMCUみたいにCGモリモリの作品で無く絵的にちょっと地味な印象　この20年の進歩は凄いなと別の意味で感動 https://t.co/gXlcdPP3b7,2022-10-02_00:59:28,0,0,1,0,,813394721657630720,haruyoshi1002,145,4211,何でも興味を示すおっさんです,
49,わずか7投で5杯である。無事には帰れないかも。#エギング https://t.co/VWuVVhEfhT,2022-10-02_00:59:27,0,0,14,0,,94718135,itta1,384,1609,釣りアカになったうえに奇病になりました。Instagramで釣果アップしてます。https://t.co/Mr3xXO06te,熊本市北区
50,熊本スバル大丈夫か！半年点検で日程の連絡があったので、自分の車がVABのリコール対象か確認したら、リコールの連絡の書面がディーラーにありますって、、、発表後、3ヶ月以上の放置プレーには、熊本スバルの安全性の認識に疑問を感じました！　ガンバレSUBARU!#SNBARU 　＃VAB,2022-10-02_00:59:26,2,2,13,0,,117041230,toshichan555,474,1857,熊本市内に住む慶徳二郎師匠を敬愛する54歳のサラリーマンです。飛行機、車を中心にTweetしてます！毎週日曜日の朝は、阿蘇くまもと空港からライブ配信やってます！,熊本市
51,I'm at 山中湖 in 山中湖村 山梨県 https://t.co/u9lbQy7bNT,2022-10-02_00:59:26,0,0,0,0,,88162235,komatsusann,296,87751,しがない会社員（10年目）。趣味はゲーム、ドライブ(WRX STI(VAB-F))、スキー、水泳、写真（Flickrで公開してます） kozakky@mstdn.jp,Tokyo
52,仕事行くたびにストレス溜まる今と同じくらい給料くれるとこあったら転職したいわ〜,2022-10-02_00:59:26,0,0,8,0,,1061513294719016962,30PRIUStakagi,206,650,広島→岡山 30プリウス乗り,
53,じゃらんポイントが貯まっていたので行ってきました♨岩盤浴にアカスリしてサウナ入ってマッタリ♪コレは夕方から行くもんじゃなく、もっと早めの時間から行くもんだと感じたw https://t.co/YT4ROvLV4i,2022-10-02_00:59:25,0,0,0,0,,986579140009590785,cyb125r,36,2747,AGSなアルトとGSR250乗りな鈴菌かもしれない人です。,もっこす
54,@usumandirtand 沢山撮れる事でしょう❗️,2022-10-02_00:59:24,0,1,1,0,,2750789636,HinokuniRyu,2049,159059,モンキーとカブにしか乗れないジジイです‼️ 道路の端っこを走ってます❗️ので煽らないでください‼️たまに転けますので勝手に抜いて行ってくださいませ〜🤗,日本 火の国
55,@vvAkla27ntmxv6v ポッドが出なけりゃ改造すればいい！(狂四郎並感),2022-10-02_00:59:23,0,0,1,0,,1199065163288068096,RXRZRA1,657,20428,プリティーシリーズをこよなく愛する走り屋です。あろまはよいぞ。アイコンのキュービィ描いてくれた人@Loklok43839501相棒@ooofbb恋仲 ないです。,ペ   ン   台   市   民
56,@4MXZYcyGV5IGywG ゆうきさん、無理は禁物です！ありのままを伝えましょう！耐える必要はないですよ😃,2022-10-02_00:59:23,0,0,0,0,,409022341,hiromi_redslove,1169,14880,浦和レッズがめちゃめちゃ大好きですo(^-^)o 特に伊藤敦樹選手、柏木陽介選手を応援しています☆彡 X JAPAN、ミスチル、NAOTO、山下智久、小栗旬、佐藤健、好き。牙狼〈GARO〉大好き。統合失調症、障害者3級。大宮南中年会！大宮南中学校、大宮東高校卒業。埼玉県大宮市(現さいたま市)出身、蓮田市在住。,SAITAMAHASUDA city
57,@kyoko08452 長旅お疲れさまです😉行動力がハンパないです～、さすが😄,2022-10-02_00:59:23,0,0,0,0,,1439795270296866818,Hiroyukimajan,306,2977,ちょいちょいベルバードで麻雀しているお兄さん／仕事は宇宙を語ったりしてます🌠／カラオケ🎙️、料理🍳、天体観測🔭なども／Mリーグは渋谷ABEMAS推し／ベルバードオンラインサロン会員🐤／麻雀オクタゴン／多井隆晴最強最速リーグ優勝🏆️(2021/10/27)今までに達成した役満・・四暗刻、国士無双,緑のフィールド
58,丙に下げてe-5-4まで来たけどこのペースで畢るのか？,2022-10-02_00:59:22,0,0,0,0,,104094798,socio18327,73,8152,FC東京と横浜大洋ホエールズをこよなく愛する男。アニメを観てぼやくのが日課。お城めぐり、駅メモ、艦これ、FGO、ウマ娘,
59,多くのマリサポがアウェイに訪れている豊田スタジアムにて名古屋グランパス 0-4 横浜F・マリノストリパラ満開の結果となりました #202210101アウェイグランパス戦遠征 https://t.co/eXlXbNl1iH,2022-10-02_00:59:22,0,0,1,0,,213236608,green_tokimaru,1702,1142800,ITF.社学08 ポケモン(アニポケ)とサッカーが好き。 もふう！,クチバシティ
60,@A_ka_10 うらやまし,2022-10-02_00:59:22,0,1,1,0,,865478239145172994,pickles_picpic,320,9535,🐸ゲーム垢🐸大学生22歳♂🔫荒野行動GB勢【精鋭14】【ID】2541963892/😎ポケGO🔴/TL40/熊本拠点🐰→@Levy_923🐭→@R_Mitchy_ 👩→@ooTiAoo_ash 💍→@noa23230,かえるのピクルスが好き🐸
61,@ekioto_taxi_fan はい。もうバカとしかいいようがありません🚬,2022-10-02_00:59:21,0,0,1,0,,120117129,wadaiko_zokkey,727,69154,和太鼓、野球、旅行好きのゾッキーです。ここでは愚痴や毒舌、下ネタが多いですがご容赦を。⚽はジュビロ磐田、⚾では広島カープを応援。2019年8月からタクシー運転手に復帰。最近は広島弁があまり出ない😰常に本音で口の聞き方はチョー怖い＆悪いので注意⚠最近は仕事で悪い事ばかりなので、常にイライラ状態💢極度の女性嫌い🙅,日本国神奈川県横浜市および山陽本線瀬野駅
62,@unohama_saki 悩むなぁ,2022-10-02_00:59:20,0,1,1,0,,840795754050408449,taka19730812,165,13965,プロレス観戦・舞台観賞・食べ歩きが好きです,
63,@MdSclxMM8T5xCgM お疲れ様でした‼️自分は月曜日青梅市にR129とR16で向かいます。,2022-10-02_00:59:20,0,0,0,0,,1389389066479628288,nhkt8626,106,719,,神奈 厚木市
64,@ai620siro419dai これだけ言います。今後、新たな関連(？)な揺れが内陸へ移り、ちゅうか、、…、都城市・えびの市・湧水町辺りか何処か(？)で揺れる事は無い、…とは云えません。充二分に気を付けて祈って下さい🙇‍♂️🙏寝れるようでしたら、…おやすみなさい🙇‍♂️,2022-10-02_00:59:19,0,1,1,0,,830228317269684226,takacha081,576,52322,たか(尚)ちゃんは、ここにいるよ(^_^)/    アイコンは、ウチ🏠のパールホワイトハムスター🐹の『🐹チロ🐹』です。⇦平成30年5月12日、天に召されました。中長距離トラックドライバー ⇦ 事情により現在、トラック、降りてます。愛媛宇和島市生まれ、長く信州 飯田市に暮らしてました。,大阪 寝屋川市            …居所不定
65,@yH09IvwHMU3PwJk やっぱり元祖が良い,2022-10-02_00:59:19,0,0,2,0,,724092085737914369,a3079821,115,1559,定年退職直前に妻が倒れて一年強入院しその後介護生活に、自由に動けない妻ですが話し相手が居ることは有難いものです。介護疲れでメカコレ、ガンプラ等々の積みプラ増えるばかり。ヤマトほぼ半分､ゴジラ後2号分が未完、エンタープライズD始めました。,京都 福知山市
66,メインフロアも安定の盛り上がり🙌#BREAKHEADZ#BSC1001 https://t.co/8iK5AgZ0QQ,2022-10-02_00:59:19,2,1,2,0,,1017112208,CALPICOfrom946,594,27608,⚠️とあるカルピス好き元北海道民の脳内🧠⚠️ 本業👨‍🔧➤PC/スマホの修理・サポート 🗓水土➤ @soundbasemeguro 店主 📻➤NORTH WAVE / J-WAVE 🎶➤コード進行がツボな曲 🎮➤TEKKEN / R-TYPE / C21 / GetAmped / FGO / gumi系,東京
67,@kabochan_1218 最低限の生活で2週間…ですか…先はまだまだ長い……☠️😇死,2022-10-02_00:59:18,0,1,1,0,,1439781567216250883,harameyo_oraaa,845,1546,アニメ/アニソン/お絵描きが大好きな初マタお下品主婦ちゃんかす(30)😆旦那･ほいや君(36) アニオタ夫婦💕 2/14🧚‍♂️＜Hey!! 3/1👶👶MDツイン発覚でひっくり返る💦予定帝王切開✂️9/30出産🎀🎀 無言フォローOK/妊婦子持ち批判の引用RTお断りです🙇‍♀️,新潟 長岡市
68,@67nagi2017 本当に目の前で上がって迫力満点だった😎👍お声掛けありがとうねー😊⤴また面白そうな事あればお供します🤭,2022-10-02_00:59:18,0,1,1,0,,1388437408954208258,yukitaka0325,268,2866,晴れた日は目的地もアバウトにレブル250に跨がり走り回ってます♪Ns-1→CBR400RR→TW200→スカブ→2021/06/01 レブル250納車🛵インスタはこちら↓https://t.co/XwyQmwD7B4,晴れの国
69,ラジゴン9 29 https://t.co/DFmOZ1BZWY @YouTubeより,2022-10-02_00:59:17,1,0,3,0,,714241460359401472,Ken2Shoyaos2,1548,15893,Dj.魂【ken2】sho-yaHPここからどうぞ プロフィール https://t.co/ChbZpu0O4h,日本 大阪泉州ライン
70,I'm at 三芳PA (下り) - @driveplaza in 三芳町 埼玉県 https://t.co/oQcrs71iNc,2022-10-02_00:59:17,0,0,1,0,,1251070128537481218,42kROoxSuLm87e5,730,17161,BPE(過走行)とNA6CE(不動),
71,私は貴方を愛しています、#中国 。 https://t.co/Mrh70YftBb,2022-10-02_00:59:16,0,0,0,0,,931835671978786816,newssuusan,140,12092,世界や日本のニュースについて、つぶやきます。裏垢関連は、ここに足跡残さないで下さい。,日本国富山県黒部市
72,@nhk_news @CDP2017 こりゃ、いっとき寝られんわ,2022-10-02_00:59:15,0,0,1,0,,1282078002952597504,TflT1F338SZt1Fh,79,3242,私は鉄道やバスに乗る事を趣味にしております、よろしくお願いいたします。年齢は34歳で仕事はスーパーマーケットで働いております。私は軽度の知的障がいがあります。是非よろしくお願い致します。ちなみに私は食べ歩きも好きです（ラーメン店が主ですが)笑,Aコープ須恵店の裏
73,@inakakurasu ありがとうございます☺️田舎暮らすさんこそ!いつも暖かいコメントありがとうございます＼(^-^)／,2022-10-02_00:59:15,0,0,1,0,,1409752797952708626,MainiciNagasaki,1071,756,長崎のディープな「まいにち」発信アカ。昭和ノスタルジックな路地裏と猫をこよなく愛する2人の管理人が、気まぐれに投稿しています(ФωФ),長崎 長崎市
74,@rakkumy 怖くて横転しそうでした😰,2022-10-02_00:59:15,0,1,1,0,,909717771415568384,todocopen400,1360,51553,@takecopen🫶🫶🫶/COP主催/現役トラックドライバー🚚/元整備士🚗🛠/元ギザ歯🦈/mycar▶︎COPEN ROBE/mybike▶︎GYRO X/#コペ神クズお #P_ACE,okayama
75,寿司屋にきた。あら煮うまし。 https://t.co/PTHWEU6z6z,2022-10-02_00:59:14,0,1,3,0,,859321491011248128,xing2015,522,52652,ロシアとイスラム圏が多分すき。金カム好きすぎて冬の亜港でキロランケ弔ってきました。////ゴールデンカムイ、祝四期！///ロシア語とトンコリ勉強中！////🐸けろやまさんと旅してます🐸金カムスタンプラリー1と3と5はコンプリート。2と4は一部。旅先は固定ツイへ🙃,Listenbourg
76,寝落ち通話したいー！！,2022-10-02_00:59:12,0,0,6,0,,876742169695891456,YZZnNaJAZawGk46,294,72,静岡よろしくお願いします,日本
77,最後にちょっとサブスクの話www #オタさいふぁ,2022-10-02_00:59:12,0,0,0,0,,839202498,delta_jcis,853,6815,長崎の離島出身、大阪在住。普段は会社員、週末には、カメラ片手に日本全国を愛車アクア(2022.6購入。大阪にいるのにEfourの寒冷地仕様。メーカーオプションフル装備www)で日帰り（最長は鹿児島往復運転2000キロ）で旅する弾丸トラベラー。主に寺社・城・風景・猫を撮ります。人物撮影はちょっと苦手(^◇^;),大阪市
78,@Higetobara 夜分遅く、失礼します🙇‍♀️やや日刊カルト新聞さんの取材、楽しみですね😑琉球放送のニュースにもなりましたし、これ以上無様な姿をさらさないうちに繰り上げ候補に議席を渡していただきたいと願っています🙁https://t.co/eZu1uDyIo4,2022-10-02_00:59:12,0,0,0,0,,1280600687076798465,nekogata0628,1315,238283,日本共産党に間借りしている保守派 #今できること #編み物 #食べ物 #読書 #知は力は財産 #障害者にやさしい社会はみんなにやさしい社会 #生涯学習の普及浸透 #日本社会を教育文化立国に #本当に大切な人や物ほど地道に丁寧に #夢や理想は割り切りや妥協の積み重ねで獲得,栃木2区旧今市市➡️東京21区
79,キャバレー東京 / CABARET TOKYOに写真を投稿しましたhttps://t.co/GY4pfOEdPc,2022-10-02_00:59:11,0,0,2,0,,1058219237771079680,yonn_dayan,755,1645,よん / ポールダンサー / ショーガール /2021🇰🇷釜山大会国際ヒールプロ部門🥇/ 2022🇯🇵ミスポールダンス大会ヒールプロ部門🥇/ 秘書になりたいが口癖,
80,(続編)だって着せ恋はそうだったもん。リコリコだってさ………（т-т）。。。,2022-10-02_00:59:10,0,0,2,0,,571860796,gin_macha,387,12405,Iwakiメひかり小隊、木曜機動部隊所属であります。ガルパン、大洗町大好きです！ 巡礼は木曜日。愛里寿たん推し。島田流、大学選抜もいいぞ。よろしくお願いします！ アイコン:ICHIGOさん許可済,日本
81,@d_lec4a どうしました？何か心配事でもあるのですか？,2022-10-02_00:59:10,0,1,0,0,,1124933456645857280,jYqyKeVU8IazD64,333,913,横浜ＤｅＮＡベイスターズが大好きな埼玉県民です。たくさんのベイスターズファンの方々と繋がりたいです😊観戦仲間も募集中です😊都合が合えばご一緒しましょう❗️またライオンズやスワローズも好きです😊ハマスタはもちろん神宮や西武ドームにも行きます😊 あとプロレスも40年以上好きです。,埼玉 
82,@MasayoSakabe こちらこそ、テンション高くですいませんでした(笑)またよろしくお願いします！,2022-10-02_00:59:09,0,0,3,0,,151296984,kono_san,918,78739,アイラモルトラヴのよっぱらい。 週末に徳島ヴォルティスのサポートスタッフをしわしわやっています。Drunk who likes Islay malt.support staff for Tokushima Vortis on weekends.,大阪または徳島
83,@TSE_ekimemo @o1P3wAc6OdLG98k TSEさん、仕事帰りなところ大回りして来て下さりありがとうございました🙇🏻‍♂️また機会があれば是非お会いしましょう☺️,2022-10-02_00:59:09,0,1,3,0,,1168182389090111488,rath_illuther,170,23236,旅や趣味、日常生活やどうでもいい事まで。駅メモ垢用でコメントだけでは伝わりにくいのもあるので写真をなるべくのっけます。,
84,ほんまこの戦力で1回も優勝出来んかったことが悔しいなまぁ言うててもしゃーないしCSも日本シリーズも制覇して欲しい,2022-10-02_00:59:07,0,0,2,0,,979579234468356097,oyoyo_ryo37,1178,49056,┊︎Tigers #37 及川雅貴 ┊︎#15 西純矢┊︎Eagles #3 浅村栄斗︎┊︎日向坂46,2022年 37勝27敗2分2中止
85,@nonon_rabbitbit 配信おつ和音♪でした🐰✌️🍊🐣💎✨,2022-10-02_00:59:06,0,0,1,0,,1083731233182347265,ZN7zv1nHFSSExns,60,5008,趣味は、美術演劇鑑賞、想像から創造へ意欲を込めて日々前進！,
86,間もなく新座新座お出口は左側です電車とホームの間が空いているところがございますので足元にご注意下さい,2022-10-02_00:59:05,0,0,0,0,,70329172,HrSk115,2552,804826,ｲﾓｲﾓ♡PRINCEです👑☆（ゝω・）v/職業、奴隷。/嬢の玩具/日記帳れす(^q^)ｼﾞｭﾙﾘ🍜/角ﾊｲ濃いめ9%/じゃがいも/P.T.A./Only Japanese/気にしないﾌﾘ♪ｵﾄｺﾉｺ ( ω ) 【Hotspots】蒲田/川崎/鶴見/錦糸町/新小岩/北千住/竹ノ塚/池袋西口/西川口/日暮里/鶯谷,ﾁﾝﾁﾝ電車|дﾟ)
87,@chacopenkahou あ、ソックヤーンなんだ。へぇーーーなかったな。ひとつもなかった。やっぱやる気ないんだな。ちっ,2022-10-02_00:59:05,0,0,1,0,,1497802384407670787,patapon_0825,262,2486,編み物🧶縫い物🧵ビーズ✨その他 手先でチマチマします。 実は服飾大学卒業。本アカはお仕事関係で居場所が割れてるのでこちらはプライベートアカです。 無言フォロー失礼します。,
88,@T3485KV1ASU122 えっ！それが何か？国葬にジャブジャブ金使ってこんな写真で外交アピールかよ！アメリカ🇺🇸にペコペコ言いなり外交,2022-10-02_00:59:04,0,0,0,0,,1034906765828091904,ozzqXLbBQwoTob0,247,12488,天皇制反対 支持政党 れいわ 共産 社民 ！統一🏺協会をぶっ壊す！,
89,@hikarikkkkk どんな泣き方なのか、興味あり。,2022-10-02_00:59:02,0,0,0,0,,108138279,GUILEMATSUNO,652,23908,趣味で #ブルース を演奏しています。#阪神タイガース #ガンバ大阪 #ラグビー  #南佳孝 #近藤房之助 #スカパラ #ハードボイルド #高橋ヒロシ #落語 #浪曲 #キリンクラシックラガー #ワイルドターキー #CoCo壱 #大阪王将の餃子 #長浜とんこつ  #スターバックス の #ラテ が好きです。,DEEP SOUTH
90,私の休肝ライフは【●●●】✨※どんな休肝ライフか投稿してみよう！～あなたの休肝ライフをツイートしてね！～📸写真付き応募で当選確率2倍！📸#オールフリー休肝部#秋の休肝ご褒美キャンペーン 実施中！＠suntory,2022-10-02_00:59:02,0,1,0,0,,1251767741989572609,AYjoJ5PjC6aex5G,1,1199,,
